created_at,id,text,province
Thu Nov 01 08:20:12 +0800 2018,4301460706034157,"""😭 😭""",11
Thu Nov 01 08:20:12 +0800 2018,4301460705140663,"""。""",43
Thu Nov 01 08:20:09 +0800 2018,4301460692901084,"""哈""",100
Thu Nov 01 08:20:07 +0800 2018,4301460679724799,"""啊""",35
Thu Nov 01 08:20:05 +0800 2018,4301460676466168,"""可惜""",37
Thu Nov 01 08:20:05 +0800 2018,4301460676106812,"""…""",53
Thu Nov 01 08:20:04 +0800 2018,4301460671812564,"""怀念""",100
Thu Nov 01 08:20:02 +0800 2018,4301460663870607,"""，快乐旅途""",100
Thu Nov 01 08:20:02 +0800 2018,4301460663416787,"""[蜡烛]""",11
Thu Nov 01 08:20:01 +0800 2018,4301460659856004,"""666""",100
Thu Nov 01 08:19:57 +0800 2018,4301460642424986,""".""",100
Thu Nov 01 08:19:51 +0800 2018,4301460617871881,"""@20元30G全国流量:，""",33
Thu Nov 01 08:19:51 +0800 2018,4301460617689249,"""😊""",100
Thu Nov 01 08:19:50 +0800 2018,4301460613125710,"""。。。""",100
Thu Nov 01 08:19:49 +0800 2018,4301460609476838,"""经典已去""",100
Thu Nov 01 08:19:49 +0800 2018,4301460608837747,"""ku wo""",100
Thu Nov 01 08:19:48 +0800 2018,4301460604638764,"""111""",100
Thu Nov 01 08:19:46 +0800 2018,4301460600529056,"""OK""",61
Thu Nov 01 08:19:47 +0800 2018,4301460600007446,"""一路走好""",33
Thu Nov 01 08:19:46 +0800 2018,4301460596333889,"""，""",21
Thu Nov 01 08:19:47 +0800 2018,4301460595812377,"""唉""",11
Thu Nov 01 08:19:45 +0800 2018,4301460592683629,"""！""",11
Thu Nov 01 08:19:44 +0800 2018,4301460588197422,"""1[允悲][允悲]""",82
Thu Nov 01 08:19:40 +0800 2018,4301460571404602,"""杏子林， 华山颠，碧海潮生独孤剑。 汉水旁，风陵渡，晓寒深处情花毒。 无涯秋水鹤笔翁，霜华星竹向问天。 虽千万人吾往矣。悄立雁门，绝壁无余字，莫声谷，风清扬……""",13
Thu Nov 01 08:19:33 +0800 2018,4301460542014857,"""呵""",100
Thu Nov 01 08:19:32 +0800 2018,4301460537926156,"""[蜡烛][蜡烛]""",400
Thu Nov 01 08:19:31 +0800 2018,4301460537813388,"""悲伤的一个月""",12
Thu Nov 01 08:19:31 +0800 2018,4301460533265406,"""[挖鼻]""",12
Thu Nov 01 08:19:31 +0800 2018,4301460533263542,"""，""",43
Thu Nov 01 08:19:29 +0800 2018,4301460529527682,"""。。""",100
Thu Nov 01 08:19:25 +0800 2018,4301460508424479,"""1""",100
Thu Nov 01 08:19:23 +0800 2018,4301460503872073,"""图四最后一句肯定绝对是会的，，，，，永垂不朽""",61
Thu Nov 01 08:19:19 +0800 2018,4301460487429907,"""昨天一天我的朋友圈已经被金庸承包了""",36
Thu Nov 01 08:19:15 +0800 2018,4301460467001190,"""，""",14
Thu Nov 01 08:19:08 +0800 2018,4301460437432383,"""[泪]""",41
Thu Nov 01 08:19:05 +0800 2018,4301460425021050,"""11111""",100
Thu Nov 01 08:19:00 +0800 2018,4301460403460669,"""🙏""",45
Thu Nov 01 08:18:59 +0800 2018,4301460399174109,"""。""",100
Thu Nov 01 08:18:59 +0800 2018,4301460399173048,"""[赞][赞][赞][赞]""",100
Thu Nov 01 08:18:58 +0800 2018,4301460394973401,"""[泪]""",31
Thu Nov 01 08:18:57 +0800 2018,4301460386290856,"""🙏🙏🙏""",11
Thu Nov 01 08:18:55 +0800 2018,4301460382465384,""".""",100
Thu Nov 01 08:18:52 +0800 2018,4301460374641222,"""安好""",37
Thu Nov 01 08:18:50 +0800 2018,4301460361474106,"""好吧""",61
Thu Nov 01 08:18:46 +0800 2018,4301460345071630,"""皮卡路偷看哦V5你回来了""",13
Thu Nov 01 08:18:45 +0800 2018,4301460341057655,"""l""",21
Thu Nov 01 08:18:41 +0800 2018,4301460323950121,"""怀念""",21
Thu Nov 01 08:18:40 +0800 2018,4301460320068127,"""🙏🙏🙏""",22
Thu Nov 01 08:18:40 +0800 2018,4301460319403169,"""愿武侠与你共享齐天伦之乐""",51
Thu Nov 01 08:18:38 +0800 2018,4301460306577073,"""一路走好""",11
Thu Nov 01 08:18:36 +0800 2018,4301460302608004,"""哇""",33
Thu Nov 01 08:18:31 +0800 2018,4301460281964810,"""魔怔了""",44
Thu Nov 01 08:18:32 +0800 2018,4301460281402923,"""腊""",32
Thu Nov 01 08:18:28 +0800 2018,4301460273218512,"""童""",21
Thu Nov 01 08:18:28 +0800 2018,4301460269953108,"""，""",100
Thu Nov 01 08:18:28 +0800 2018,4301460269505449,"""愿金庸先生永远活在我们心中！""",34
Thu Nov 01 08:18:27 +0800 2018,4301460265170237,"""[泪]""",100
Thu Nov 01 08:18:21 +0800 2018,4301460240119822,"""啦啦啦""",42
Thu Nov 01 08:18:22 +0800 2018,4301460239446509,"""走好""",13
Thu Nov 01 08:18:17 +0800 2018,4301460223771840,"""一个时代的结束""",100
Thu Nov 01 08:18:17 +0800 2018,4301460223327833,"""[汗]""",44
Thu Nov 01 08:18:17 +0800 2018,4301460223186689,"""一路走好，爷爷！""",34
Thu Nov 01 08:18:17 +0800 2018,4301460218468823,"""[互粉][互粉][互粉]""",36
Thu Nov 01 08:18:15 +0800 2018,4301460214929534,"""[作揖][作揖]""",61
Thu Nov 01 08:18:14 +0800 2018,4301460211179990,"""人才""",32
Thu Nov 01 08:18:12 +0800 2018,4301460202191123,"""你好""",100
Thu Nov 01 08:18:11 +0800 2018,4301460197994604,"""致敬""",100
Thu Nov 01 08:18:09 +0800 2018,4301460194384905,"""哎""",44
Thu Nov 01 08:18:09 +0800 2018,4301460189252578,"""难过""",64
Thu Nov 01 08:18:07 +0800 2018,4301460185803790,"""金庸的书伴随了我的学生时代""",21
Thu Nov 01 08:18:08 +0800 2018,4301460185398293,"""[微笑]""",44
Thu Nov 01 08:18:08 +0800 2018,4301460185398063,"""，""",11
Thu Nov 01 08:18:06 +0800 2018,4301460176654225,"""。""",36
Thu Nov 01 08:18:05 +0800 2018,4301460173396835,"""忧伤""",100
Thu Nov 01 08:18:04 +0800 2018,4301460172801367,"""，""",400
Thu Nov 01 08:18:05 +0800 2018,4301460172456988,"""🙏""",100
Thu Nov 01 08:18:05 +0800 2018,4301460172455646,"""[蜡烛]""",100
Thu Nov 01 08:18:04 +0800 2018,4301460163925569,"""。。。""",100
Thu Nov 01 08:18:01 +0800 2018,4301460156416406,"""哎""",100
Thu Nov 01 08:18:00 +0800 2018,4301460151337559,"""。。。""",37
Thu Nov 01 08:17:59 +0800 2018,4301460148022254,"""[蜡烛][蜡烛]""",11
Thu Nov 01 08:17:58 +0800 2018,4301460144008627,"""，""",100
Thu Nov 01 08:17:56 +0800 2018,4301460135611475,"""走好[心]""",100
Thu Nov 01 08:17:57 +0800 2018,4301460134555537,"""11""",100
Thu Nov 01 08:17:54 +0800 2018,4301460127030098,"""。。。""",100
Thu Nov 01 08:17:54 +0800 2018,4301460121969442,"""大侠走好""",100
Thu Nov 01 08:17:51 +0800 2018,4301460114437745,"""分分""",34
Thu Nov 01 08:17:48 +0800 2018,4301460102026946,"""666""",21
Thu Nov 01 08:17:48 +0800 2018,4301460101426837,"""先生一路走好""",41
Thu Nov 01 08:17:47 +0800 2018,4301460101425856,"""杏子林， 华山颠，碧海潮生独孤剑。 汉水旁，风陵渡，晓寒深处情花毒。 无涯秋水鹤笔翁，霜华星竹向问天。 虽千万人吾往矣。悄立雁门，绝壁无余字，莫声谷，风清扬……""",37
Thu Nov 01 08:17:44 +0800 2018,4301460085051250,"""侠之大者。""",44
Thu Nov 01 08:17:42 +0800 2018,4301460076235981,"""。""",100
Thu Nov 01 08:17:41 +0800 2018,4301460072457016,"""😤😤😤""",13
Thu Nov 01 08:17:40 +0800 2018,4301460067756747,"""[悲伤]""",100
Thu Nov 01 08:17:41 +0800 2018,4301460067425851,"""哦哦""",100
Thu Nov 01 08:17:39 +0800 2018,4301460063902355,"""唉""",22
Thu Nov 01 08:17:38 +0800 2018,4301460059702947,"""😊""",22
Thu Nov 01 08:17:38 +0800 2018,4301460059361441,"""😭""",100
Thu Nov 01 08:17:39 +0800 2018,4301460059034648,"""泰斗已去，侠义永存！[蜡烛]🙏""",100
Thu Nov 01 08:17:37 +0800 2018,4301460055664323,"""两米5米魔图""",37
Thu Nov 01 08:17:36 +0800 2018,4301460051307426,"""[蜡烛][蜡烛][蜡烛]🙏🙏🙏""",44
Thu Nov 01 08:17:35 +0800 2018,4301460046764451,"""2018年太多熟悉的名人离我们而去，希望他们在那个世界里没有病痛，好好生活""",100
Thu Nov 01 08:17:34 +0800 2018,4301460043255243,"""哎""",13
Thu Nov 01 08:17:34 +0800 2018,4301460043068982,"""🙏🙏""",31
Thu Nov 01 08:17:34 +0800 2018,4301460042911462,"""优秀""",61
Thu Nov 01 08:17:34 +0800 2018,4301460042908699,"""66""",100
Thu Nov 01 08:17:33 +0800 2018,4301460033861589,"""泰斗已一一去，侠义永存""",100
Thu Nov 01 08:17:31 +0800 2018,4301460029970221,"""斯人已逝，生者如斯""",100
Thu Nov 01 08:17:31 +0800 2018,4301460029664747,"""再见了""",44
Thu Nov 01 08:17:30 +0800 2018,4301460026275222,""".""",37
Thu Nov 01 08:17:29 +0800 2018,4301460022264836,"""。""",100
Thu Nov 01 08:17:28 +0800 2018,4301460018066233,"""[汗]""",50
Thu Nov 01 08:17:27 +0800 2018,4301460017877853,"""。。。。""",100
Thu Nov 01 08:17:27 +0800 2018,4301460013176843,"""唉""",14
Thu Nov 01 08:17:24 +0800 2018,4301460005283661,"""一路走好""",100
Thu Nov 01 08:17:24 +0800 2018,4301460005121674,"""1""",37
Thu Nov 01 08:17:24 +0800 2018,4301460000924868,"""不""",33
Thu Nov 01 08:17:23 +0800 2018,4301459997075081,"""大哥""",100
Thu Nov 01 08:17:23 +0800 2018,4301459997073536,"""。。。。。，""",100
Thu Nov 01 08:17:23 +0800 2018,4301459996725845,""".""",100
Thu Nov 01 08:17:22 +0800 2018,4301459992184349,"""飞雪连天射白鹿，笑书神侠倚碧鸳""",37
Thu Nov 01 08:17:18 +0800 2018,4301459975389719,"""厉害""",44
Thu Nov 01 08:17:17 +0800 2018,4301459971535232,"""飞雪连天射白鹿，笑书神侠倚碧鸳""",33
Thu Nov 01 08:17:16 +0800 2018,4301459967949640,"""好好""",100
Thu Nov 01 08:17:13 +0800 2018,4301459954909500,"""过年""",100
Thu Nov 01 08:17:12 +0800 2018,4301459950541585,"""。""",100
Thu Nov 01 08:17:10 +0800 2018,4301459942312977,"""一路走好""",37
Thu Nov 01 08:17:05 +0800 2018,4301459921771235,"""好好好""",32
Thu Nov 01 08:17:04 +0800 2018,4301459916611700,"""再过五百年，还一定有人读您的书""",11
Thu Nov 01 08:17:03 +0800 2018,4301459907992333,"""[心]""",36
Thu Nov 01 08:17:02 +0800 2018,4301459907991467,"""6666""",100
Thu Nov 01 08:17:01 +0800 2018,4301459904358288,"""[嘻嘻][嘻嘻]""",43
Thu Nov 01 08:17:00 +0800 2018,4301459904014764,"""[思考][思考][思考]""",14
Thu Nov 01 08:16:59 +0800 2018,4301459900159622,"""斯人已去，言笑永存""",11
Thu Nov 01 08:16:58 +0800 2018,4301459892199540,"""一路走好""",41
Thu Nov 01 08:16:57 +0800 2018,4301459888187970,"""唉""",41
Thu Nov 01 08:16:51 +0800 2018,4301459862373234,"""🙏🙏🙏""",44
Thu Nov 01 08:16:50 +0800 2018,4301459858614498,"""走好""",100
Thu Nov 01 08:16:50 +0800 2018,4301459853448726,"""走好""",13
Thu Nov 01 08:16:48 +0800 2018,4301459849778448,"""嘿嘿""",100
Thu Nov 01 08:16:47 +0800 2018,4301459845579807,"""。""",35
Thu Nov 01 08:16:46 +0800 2018,4301459845499961,"""@20元30G全国流量:是的  慢慢的我们孤军奋战  再也没有同行者  或者伴随着   让我一步一步走向我自己的坟墓""",41
Thu Nov 01 08:16:44 +0800 2018,4301459832985802,"""一路走好""",51
Thu Nov 01 08:16:39 +0800 2018,4301459811915769,"""武侠""",100
Thu Nov 01 08:16:40 +0800 2018,4301459811491917,"""1""",31
Thu Nov 01 08:16:38 +0800 2018,4301459803101384,"""@王王乐杨:唉""",100
Thu Nov 01 08:16:36 +0800 2018,4301459799317601,"""哈""",14
Thu Nov 01 08:16:35 +0800 2018,4301459795642284,"""小说家""",21
Thu Nov 01 08:16:35 +0800 2018,4301459795118526,"""vh""",100
Thu Nov 01 08:16:33 +0800 2018,4301459787246601,"""大师一路走好""",41
Thu Nov 01 08:16:31 +0800 2018,4301459777925368,"""@少女本5:1""",36
Thu Nov 01 08:16:27 +0800 2018,4301459761874335,"""……………""",44
Thu Nov 01 08:16:28 +0800 2018,4301459761143924,"""经典""",32
Thu Nov 01 08:16:26 +0800 2018,4301459757859491,"""1""",100
Thu Nov 01 08:16:24 +0800 2018,4301459748938395,"""可惜""",31
Thu Nov 01 08:16:20 +0800 2018,4301459732858363,"""走好""",53
Thu Nov 01 08:16:18 +0800 2018,4301459724086317,"""路过""",22
Thu Nov 01 08:16:14 +0800 2018,4301459707669726,"""愿天堂没有病痛""",33
Thu Nov 01 08:16:14 +0800 2018,4301459706954590,"""看新闻长知识啦""",42
Thu Nov 01 08:16:14 +0800 2018,4301459706953257,"""一代天骄""",37
Thu Nov 01 08:16:09 +0800 2018,4301459690157679,"""1""",21
Thu Nov 01 08:16:09 +0800 2018,4301459686493553,"""跟上""",100
Thu Nov 01 08:16:08 +0800 2018,4301459686298835,"""[微笑]""",34
Thu Nov 01 08:16:06 +0800 2018,4301459678094064,"""嗯嗯""",37
Thu Nov 01 08:16:06 +0800 2018,4301459669102498,"""一路走好""",100
Thu Nov 01 08:16:04 +0800 2018,4301459665309767,"""这""",100
Thu Nov 01 08:16:04 +0800 2018,4301459664970265,"""😘""",100
Thu Nov 01 08:16:03 +0800 2018,4301459660771708,"""🙀""",36
Thu Nov 01 08:16:03 +0800 2018,4301459656516046,"""666""",100
Thu Nov 01 08:16:00 +0800 2018,4301459648173886,"""才华""",50
Thu Nov 01 08:15:59 +0800 2018,4301459644511820,"""。""",81
Thu Nov 01 08:15:53 +0800 2018,4301459619771527,"""饿哦""",37
Thu Nov 01 08:15:53 +0800 2018,4301459619123889,"""额""",44
Thu Nov 01 08:15:52 +0800 2018,4301459615571529,"""111""",100
Thu Nov 01 08:15:52 +0800 2018,4301459615122665,"""。""",13
Thu Nov 01 08:15:50 +0800 2018,4301459606527650,"""1""",44
Thu Nov 01 08:15:46 +0800 2018,4301459589735325,"""[蜡烛]""",43
Thu Nov 01 08:15:39 +0800 2018,4301459560270762,"""c j j x j f""",37
Thu Nov 01 08:15:36 +0800 2018,4301459548011013,"""了""",34
Thu Nov 01 08:15:35 +0800 2018,4301459543477042,"""走好""",100
Thu Nov 01 08:15:32 +0800 2018,4301459531424383,"""啦咯啦咯啦咯啦""",100
Thu Nov 01 08:15:31 +0800 2018,4301459530881385,"""为金庸先生致哀🙏🙏🙏逝者安息[蜡烛][蜡烛][蜡烛]""",35
Thu Nov 01 08:15:28 +0800 2018,4301459514819386,"""一代大侠""",100
Thu Nov 01 08:15:28 +0800 2018,4301459514426496,"""小时候武侠迷，您是我的偶像""",100
Thu Nov 01 08:15:28 +0800 2018,4301459514426383,"""@王王乐杨: 杏子林， 华山颠，碧海潮生独孤剑。 汉水旁，风陵渡，晓寒深处情花毒。 无涯秋水鹤笔翁，霜华星竹向问天。 虽千万人吾往矣。悄立雁门，绝壁无余字，莫声谷，风清扬……""",23
Thu Nov 01 08:15:26 +0800 2018,4301459505691731,"""走好[泪]""",13
Thu Nov 01 08:15:25 +0800 2018,4301459502224206,"""发的繁华过后觉得你特土和同学是不同的""",33
Thu Nov 01 08:15:23 +0800 2018,4301459493097327,"""额""",32
Thu Nov 01 08:15:19 +0800 2018,4301459471909407,"""[挤眼][挤眼]""",100
Thu Nov 01 08:15:19 +0800 2018,4301459471909225,"""可惜啊""",33
Thu Nov 01 08:15:18 +0800 2018,4301459471908835,"""走好🙏🙏""",100
Thu Nov 01 08:15:13 +0800 2018,4301459451110715,"""，，""",100
Thu Nov 01 08:15:13 +0800 2018,4301459446735898,"""😳""",13
Thu Nov 01 08:15:11 +0800 2018,4301459443452743,"""🙏""",21
Thu Nov 01 08:15:11 +0800 2018,4301459442714292,"""[悲伤]""",100
Thu Nov 01 08:15:10 +0800 2018,4301459438518673,"""[good]""",100
Thu Nov 01 08:15:09 +0800 2018,4301459435056167,"""侠义长存""",23
Thu Nov 01 08:15:06 +0800 2018,4301459422460011,"""_§:з)))」∠)_""",41
Thu Nov 01 08:15:02 +0800 2018,4301459405480880,"""走好""",13
Thu Nov 01 08:14:58 +0800 2018,4301459392666310,"""。。。""",100
Thu Nov 01 08:14:57 +0800 2018,4301459384272951,"""哥哥""",100
Thu Nov 01 08:14:56 +0800 2018,4301459380292109,"""辉煌一生""",21
Thu Nov 01 08:14:56 +0800 2018,4301459379604818,"""[蜡烛]""",21
Thu Nov 01 08:14:55 +0800 2018,4301459375873341,"""🙏🙏🙏🙏""",21
Thu Nov 01 08:14:54 +0800 2018,4301459371341567,"""国际经济法""",100
Thu Nov 01 08:14:52 +0800 2018,4301459367475512,"""[挖鼻]""",32
Thu Nov 01 08:14:50 +0800 2018,4301459359749534,"""侠之大者，为国为民……""",32
Thu Nov 01 08:14:50 +0800 2018,4301459355555051,"""啧啧啧""",50
Thu Nov 01 08:14:50 +0800 2018,4301459354431498,"""……""",100
Thu Nov 01 08:14:47 +0800 2018,4301459342508329,"""[good]""",37
Thu Nov 01 08:14:45 +0800 2018,4301459333888385,"""[good][good]""",44
Thu Nov 01 08:14:45 +0800 2018,4301459333819150,"""bc""",43
Thu Nov 01 08:14:42 +0800 2018,4301459321780461,"""一路走好""",52
Thu Nov 01 08:14:41 +0800 2018,4301459317583021,"""。。""",100
Thu Nov 01 08:14:40 +0800 2018,4301459312896581,"""。。""",42
Thu Nov 01 08:14:41 +0800 2018,4301459312475217,"""窝着""",21
Thu Nov 01 08:14:37 +0800 2018,4301459300301575,"""[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛]""",11
Thu Nov 01 08:14:37 +0800 2018,4301459300233576,"""走好""",64
Thu Nov 01 08:14:34 +0800 2018,4301459287706278,"""厉害""",33
Thu Nov 01 08:14:31 +0800 2018,4301459275374884,"""走好，金大侠""",50
Thu Nov 01 08:14:30 +0800 2018,4301459271174337,"""。。。""",100
Thu Nov 01 08:14:28 +0800 2018,4301459262777064,"""[泪][泪][泪]""",31
Thu Nov 01 08:14:27 +0800 2018,4301459258580944,"""饿哦""",100
Thu Nov 01 08:14:24 +0800 2018,4301459245984337,"""嗯嗯""",37
Thu Nov 01 08:14:24 +0800 2018,4301459245984285,"""[泪]""",100
Thu Nov 01 08:14:20 +0800 2018,4301459233387237,"""评论""",100
Thu Nov 01 08:14:20 +0800 2018,4301459229424094,"""。。。""",37
Thu Nov 01 08:14:20 +0800 2018,4301459229191491,"""世间再无大侠""",37
Thu Nov 01 08:14:19 +0800 2018,4301459220172670,"""🙏""",100
Thu Nov 01 08:14:19 +0800 2018,4301459220172018,"""武侠""",36
Thu Nov 01 08:14:16 +0800 2018,4301459212630361,"""侠义永存""",400
Thu Nov 01 08:14:16 +0800 2018,4301459212629025,"""。。。。。。。""",100
Thu Nov 01 08:14:15 +0800 2018,4301459212394848,"""。""",100
Thu Nov 01 08:14:16 +0800 2018,4301459211780936,"""。""",22
Thu Nov 01 08:14:16 +0800 2018,4301459207585387,"""嗯""",100
Thu Nov 01 08:14:13 +0800 2018,4301459203667336,"""好人一生平安""",23
Thu Nov 01 08:14:11 +0800 2018,4301459191076330,"""！""",100
Thu Nov 01 08:14:06 +0800 2018,4301459170411818,"""。。。。""",100
Thu Nov 01 08:14:05 +0800 2018,4301459170081030,"""vh""",51
Thu Nov 01 08:14:03 +0800 2018,4301459157486644,"""。。""",52
Thu Nov 01 08:14:01 +0800 2018,4301459149660760,"""好""",100
Thu Nov 01 08:13:59 +0800 2018,4301459141262459,"""泰斗已去，侠义永存！[蜡烛]🙏""",100
Thu Nov 01 08:13:54 +0800 2018,4301459120273036,"""[泪]""",100
Thu Nov 01 08:13:54 +0800 2018,4301459120032552,"""走好""",100
Thu Nov 01 08:13:54 +0800 2018,4301459120030140,"""[鲜花]""",45
Thu Nov 01 08:13:51 +0800 2018,4301459111303344,"""，""",35
Thu Nov 01 08:13:50 +0800 2018,4301459108129260,"""艾""",100
Thu Nov 01 08:13:46 +0800 2018,4301459087139887,"""千古""",100
Thu Nov 01 08:13:45 +0800 2018,4301459082944290,"""3""",41
Thu Nov 01 08:13:40 +0800 2018,4301459061188752,"""可惜""",50
Thu Nov 01 08:13:38 +0800 2018,4301459052791934,"""我们记忆中的人都在慢慢的退场，还会有一批批新人崛起，可是他们永远烙印在我们的心里""",100
Thu Nov 01 08:13:37 +0800 2018,4301459049360142,"""(●—●)""",100
Thu Nov 01 08:13:35 +0800 2018,4301459040963514,"""嗯嗯""",15
Thu Nov 01 08:13:33 +0800 2018,4301459036310574,"""永哥一路走好""",100
Thu Nov 01 08:13:33 +0800 2018,4301459031864432,"""一路走好！[蜡烛][蜡烛]""",100
Thu Nov 01 08:13:31 +0800 2018,4301459028367336,"""苦等""",37
Thu Nov 01 08:13:32 +0800 2018,4301459028178538,"""强""",22
Thu Nov 01 08:13:31 +0800 2018,4301459027599001,"""一个时代的终结，江湖不在有他的故事""",100
Thu Nov 01 08:13:31 +0800 2018,4301459023982328,"""。""",100
Thu Nov 01 08:13:31 +0800 2018,4301459023402316,"""…！！""",23
Thu Nov 01 08:13:29 +0800 2018,4301459019527779,"""，""",100
Thu Nov 01 08:13:27 +0800 2018,4301459007379988,"""[doge]""",44
Thu Nov 01 08:13:26 +0800 2018,4301458997806235,"""他""",36
Thu Nov 01 08:13:22 +0800 2018,4301458985941867,"""一路走好！""",62
Thu Nov 01 08:13:21 +0800 2018,4301458981745194,"""。。""",100
Thu Nov 01 08:13:21 +0800 2018,4301458981744049,"""好吧""",100
Thu Nov 01 08:13:20 +0800 2018,4301458977220035,"""顶""",14
Thu Nov 01 08:13:21 +0800 2018,4301458976827354,"""🙏🙏🙏""",31
Thu Nov 01 08:13:17 +0800 2018,4301458964951041,"""我""",13
Thu Nov 01 08:13:17 +0800 2018,4301458964626712,"""11""",45
Thu Nov 01 08:13:17 +0800 2018,4301458960045444,"""都是好东西。""",100
Thu Nov 01 08:13:17 +0800 2018,4301458960045303,"""？""",37
Thu Nov 01 08:13:16 +0800 2018,4301458955849836,"""码上有红包！克v捷辰hd翰儒蓬揽蓐""",42
Thu Nov 01 08:13:13 +0800 2018,4301458947831090,"""一代大侠归去""",21
Thu Nov 01 08:13:14 +0800 2018,4301458947458788,"""世上再无金大侠""",45
Thu Nov 01 08:13:12 +0800 2018,4301458943957366,"""呃呃呃""",44
Thu Nov 01 08:13:11 +0800 2018,4301458939760151,"""。。。。。。。""",21
Thu Nov 01 08:13:10 +0800 2018,4301458934870697,"""[微笑]""",21
Thu Nov 01 08:13:08 +0800 2018,4301458931812345,"""。""",100
Thu Nov 01 08:13:09 +0800 2018,4301458930675149,"""哎""",42
Thu Nov 01 08:13:06 +0800 2018,4301458918766919,"""[加油][加油]""",50
Thu Nov 01 08:13:04 +0800 2018,4301458910372267,"""一个时代的离去""",44
Thu Nov 01 08:12:58 +0800 2018,4301458885178956,"""。""",14
Thu Nov 01 08:12:55 +0800 2018,4301458876781005,"""，""",37
Thu Nov 01 08:12:53 +0800 2018,4301458868651002,"""666""",100
Thu Nov 01 08:12:52 +0800 2018,4301458855416462,"""武侠小说大家，走好""",42
Thu Nov 01 08:12:50 +0800 2018,4301458851220679,"""金大侠，一路走好""",37
Thu Nov 01 08:12:48 +0800 2018,4301458842829105,"""[拜拜]""",14
Thu Nov 01 08:12:47 +0800 2018,4301458839456174,"""。""",34
Thu Nov 01 08:12:47 +0800 2018,4301458839266490,"""唉""",51
Thu Nov 01 08:12:47 +0800 2018,4301458838997557,"""。""",100
Thu Nov 01 08:12:47 +0800 2018,4301458838995726,"""[悲伤]""",44
Thu Nov 01 08:12:47 +0800 2018,4301458838672600,"""🙏""",100
Thu Nov 01 08:12:46 +0800 2018,4301458835067772,"""从此以后，看不到飞雪连天，江湖侠客只剩下回忆 ​​​，华山论剑已是归途，笑书神侠只存在回不来的念想里![可怜]""",31
Thu Nov 01 08:12:47 +0800 2018,4301458834438639,"""走好""",11
Thu Nov 01 08:12:45 +0800 2018,4301458830599274,"""有才""",21
Thu Nov 01 08:12:45 +0800 2018,4301458826047279,"""悲伤的十月再见""",32
Thu Nov 01 08:12:43 +0800 2018,4301458822201321,"""牛人""",23
Thu Nov 01 08:12:43 +0800 2018,4301458821881121,"""[失望]""",400
Thu Nov 01 08:12:43 +0800 2018,4301458821879324,"""嗯嗯""",100
Thu Nov 01 08:12:44 +0800 2018,4301458821851928,"""饿哦""",100
Thu Nov 01 08:12:42 +0800 2018,4301458818005552,"""[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜]""",100
Thu Nov 01 08:12:41 +0800 2018,4301458813485159,"""哦""",31
Thu Nov 01 08:12:40 +0800 2018,4301458810332288,"""[微笑]""",46
Thu Nov 01 08:12:39 +0800 2018,4301458805349627,"""1""",21
Thu Nov 01 08:12:37 +0800 2018,4301458796953149,"""走好""",32
Thu Nov 01 08:12:36 +0800 2018,4301458792814719,"""走好""",100
Thu Nov 01 08:12:34 +0800 2018,4301458779895717,"""[微笑][微笑]""",35
Thu Nov 01 08:12:32 +0800 2018,4301458776020500,"""😓 😓 😓""",100
Thu Nov 01 08:12:32 +0800 2018,4301458771504168,"""emmm""",41
Thu Nov 01 08:12:28 +0800 2018,4301458758917111,"""[悲伤]""",41
Thu Nov 01 08:12:26 +0800 2018,4301458750769792,"""哦哦哦""",50
Thu Nov 01 08:12:24 +0800 2018,4301458742713430,"""[心]""",100
Thu Nov 01 08:12:19 +0800 2018,4301458721383103,"""1""",11
Thu Nov 01 08:12:19 +0800 2018,4301458721156634,"""好""",100
Thu Nov 01 08:12:16 +0800 2018,4301458708789746,"""飞雪连天射白鹿，笑书神侠倚碧鸳，永远怀念你，一路走好，人间已留下你的传说，希望你到的世界都是你的传说""",51
Thu Nov 01 08:12:14 +0800 2018,4301458700994072,"""，""",33
Thu Nov 01 08:12:13 +0800 2018,4301458696797631,"""🙏🙏""",34
Thu Nov 01 08:12:13 +0800 2018,4301458696514831,"""侠义者""",37
Thu Nov 01 08:12:13 +0800 2018,4301458696193768,"""🙏""",100
Thu Nov 01 08:12:09 +0800 2018,4301458680195000,"""[蜡烛]""",33
Thu Nov 01 08:12:09 +0800 2018,4301458679719362,"""[心]""",32
Thu Nov 01 08:12:10 +0800 2018,4301458679200445,"""不错""",11
Thu Nov 01 08:12:07 +0800 2018,4301458675198935,"""一路走好！[蜡烛][蜡烛]""",100
Thu Nov 01 08:12:06 +0800 2018,4301458666803681,"""唉""",100
Thu Nov 01 08:12:03 +0800 2018,4301458649831349,"""又堵车""",22
Thu Nov 01 08:12:01 +0800 2018,4301458645633854,"""[good]""",50
Thu Nov 01 08:11:59 +0800 2018,4301458637417718,"""，""",33
Thu Nov 01 08:12:00 +0800 2018,4301458637243879,"""！""",100
Thu Nov 01 08:11:58 +0800 2018,4301458628853021,"""[二哈]""",51
Thu Nov 01 08:11:56 +0800 2018,4301458620462476,"""哦""",34
Thu Nov 01 08:11:51 +0800 2018,4301458604147003,"""😊 😊 😊""",11
Thu Nov 01 08:11:50 +0800 2018,4301458599949561,"""[太开心]""",12
Thu Nov 01 08:11:49 +0800 2018,4301458595432407,"""[蜡烛]""",34
